ISBN,서명,남성,여성,sep
9788926393710,"코믹 메이플 스토리 수학도둑 3 - 국내 최초 수학논술만화, 개정판",2.0,0.0,남성
9788926393888,"코믹 메이플 스토리 수학도둑 4 - 국내 최초 수학논술만화, 개정판",3.0,0.0,남성
9788926393925,"코믹 메이플 스토리 수학도둑 8 - 국내 최초 수학논술만화, 개정판",0.0,2.5,여성
9788926393932,"코믹 메이플 스토리 수학도둑 9 - 국내 최초 수학논술만화, 개정판",0.0,3.0,여성
9788926393949,"코믹 메이플 스토리 수학도둑 10 - 국내 최초 수학논술만화, 개정판",4.0,0.0,남성
9788926393963,"코믹 메이플 스토리 수학도둑 12 - 국내 최초 수학논술만화, 개정판",0.0,2.0,여성
9788926393970,"코믹 메이플 스토리 수학도둑 13 - 국내 최초 수학논술만화, 개정판",0.0,2.0,여성
9788926393994,"코믹 메이플 스토리 수학도둑 15 - 국내 최초 수학논술만화, 개정판",4.0,3.0,남성
9788926395820,쿠키런 어드벤처 1 : 런던 - 쿠키들의 신나는 세계여행,0.0,1.5,여성
9788926395943,쿠키런 어드벤처 :쿠키들의 신나는 세계여행,0.0,2.0,여성
9788926395950,쿠키런 어드벤처 3 : 파리 - 쿠키들의 신나는 세계여행,0.0,2.0,여성
9788926395967,쿠키런 어드벤처 4 : 뉴욕 - 쿠키들의 신나는 세계여행,2.0,0.0,남성
9788926396223,(코믹 메이플스토리) 신들의 계보,3.0,3.0,여성
9788926397398,(코믹 메이플스토리) 신들의 계보,4.0,0.0,남성
9788926397428,쿠키런 개그 과학 상식 =깔깔깔 배꼽 잡는 개그 과학 상식 25 /CookieRun ,3.0,3.0,여성
9788926397510,(코믹) 메이플스토리 =오프라인 RPG.Maple story ,2.0,0.0,남성
9788926397602,(Maple story) 메이플 축구단 :꿈나무를 위한 본격 스포츠성장만화,3.0,0.0,남성
9788926398234,(쿠키런) 한자런 :달리는 쿠키들의 한자 대모험,0.0,3.0,여성
9788926760505,아침의 연인 :최원 장편소설 ,0.0,2.0,여성
9788926761403,황제의 외동딸 :윤슬 장편소설,1.0,0.0,남성
9788926761410,황제의 외동딸 :윤슬 장편소설,1.0,0.0,남성
9788926761427,황제의 외동딸 :윤슬 장편소설,1.0,0.0,남성
9788926761496,황제의 외동딸 :윤슬 장편소설,1.0,0.0,남성
9788926761618,황제의 외동딸 :윤슬 장편소설,1.0,0.0,남성
9788926762318,황제의 외동딸 :윤슬 장편소설,1.0,0.0,남성
9788926818800,가족미술치료와 물고기 가족화의 해석 =Clinical art therapy ,2.0,0.0,남성
9788926888209,별별 일로 잘 먹고삽니다  :꿈업일치를 이뤄 낸 31명의 job톡 ,3.0,0.0,남성
9788926888858,한복 짓는 시간 :남녀 한복부터 미니어처 한복까지 ,0.0,2.0,여성
9788926898567,(지리 덕후가 떠먹여주는) 풀코스 세계지리 :어른이를 위한 세계지도 읽고 여행하는 법 ,0.0,2.5,여성
9788926965924,수학 비밀일기 2 : 수.연산편 - 흑마법에 걸린 아린,3.0,0.0,남성
9788926965931,수학 비밀일기 3 : 수.연산편 - 성하와 은비의 비밀 우정,3.0,0.0,남성
9788927185789,박박 바가지 ,0.0,2.0,여성
9788927185819,날마다 서 푼 ,0.0,2.0,여성
9788927186991,쌍코피가 팡,3.0,0.0,남성
9788927187004,엄마 손 꼭 잡고,0.0,3.0,여성
9788927189565,안녕? 난 사과나무야,3.0,0.0,남성
9788927190745,최고의 기니피그,2.0,0.0,남성
9788927191025,반짝반짝 별을 청소해,3.0,0.0,남성
9788927191438,심술꾸러기 늑대,0.0,2.0,여성
9788927191483,눈 아래 사는 친구들,0.0,2.0,여성
9788927192435,특종 공룡이 나타났다!,2.0,0.0,남성
9788927196198,나는 태극기입니다 - 태극기가 들려주는 우리 역사 이야기,0.0,1.0,여성
9788927427223,建築施工技術士 길잡이 ,0.0,2.0,여성
9788927428282,바리스타 & 카페창업 =NCS 커피관리 /Barista & Established cafe ,0.0,2.0,여성
9788927430551,(박성일 마스터의) 기계 3역학 =유체역학·열역학·재료역학 /Creative engineering drawing ,2.0,0.0,남성
9788927700821,최강 동물왕 :지구의 지배자는 누구였을까?,0.0,3.0,여성
9788927701057,네이티브 영어표현력 사전 =진짜 영어로 가는 17가지 핵심 법칙 /English expression power-up dictionary ,2.0,2.0,여성
9788927721956,(씽씽) 중국어탐험대,3.0,0.0,남성
9788927722380,나의 겁 없는 중국출장 중국어 ,3.0,0.0,남성
9788927730743,내게는 특별한 프랑스어를 부탁해 :첫걸음 ,2.0,0.0,남성
9788927746850,스크래치야 반가워! - 20일 안에 끝내는 코딩,4.0,0.0,남성
9788927747192,(찰리 9세와) 미스터리 사건 탐험대,3.0,0.0,남성
9788927747314,(호기심이 쿵쾅대는) 한국사 아파트,3.0,0.0,남성
9788927747475,자신만만 어린이 말하기,2.0,0.0,남성
9788927803041,마더쇼크 =엄마의 행복한 자아를 찾기 위한 모성의 대반전 /Mother shock ,0.0,2.0,여성
9788927804116,"위기의 시대, 이순신이 답하다 :난중일기에서 배우는 시대를 초월한 경영전략 ",0.0,1.0,여성
9788927808121,행운에 속지 마라 :불확실한 시대에 살아남는 투자 생존법 ,3.0,0.0,남성
9788927809180,(프렌즈) 방콕 =season8 '18~'19 /Bangkok ,3.0,0.0,남성
9788927809470,"프렌즈 파리 - 최고의 파리 여행을 위한 한국인 맞춤형 해외 여행 가이드북, Season 3 '18~'19",4.0,0.0,남성
9788927809791,집은 사는 것이 아니라 기르는 것이다 ,0.0,1.0,여성
9788927809999,"차이나는 클라스 :불통의 시대, 교양을 넘어 생존을 위한 질문을 던져라",3.0,0.0,남성
9788927810117,나는 해외 투자로 글로벌 부동산 부자가 되었다 :부동산 고수 방미의 40년 내공이 담긴 실전 투자 지침서 ,3.0,0.0,남성
9788927811022,차이나는 클라스 :요동치는 국제정세 속 한국의 생존법은 무엇인가,2.0,0.0,남성
9788928088881,"치열하게, 달콤하게 :문언희 장편소설 ",2.0,0.0,남성
9788928092215,새벽달 ,0.0,2.0,여성
9788928092239,"너를 바라, 봄 ",3.0,0.0,남성
9788928102921,(예쁜 소녀) 에티켓 ,0.0,2.0,여성
9788928104253,(창의력을 키워 주는) 저학년 수수께끼 ,1.0,1.0,여성
9788928105229,(국어 교과서에 수록된) 1·2학년이 꼭 읽어야 할 교과서 동화 ,0.0,3.0,여성
9788928105441,1학년이 꼭 읽어야 할 우리나라와 세계를 빛낸 위인 50명 - 1학년 어휘 수준과 이해력에 맞게 쓴 위인,0.0,2.0,여성
9788928105823,우리 아이 첫 탈무드 - 개정판,0.0,2.0,여성
9788928105854,우리 아이 첫 명작 동화,3.0,0.0,남성
9788928302802,"아드님, 진지 드세요 ",0.0,2.0,여성
9788928302932,꺼벙이 억수와 방울 소리 ,0.0,2.0,여성
9788928307012,사람 빌려 주는 도서관 ,0.0,2.0,여성
9788928307357,"아드님, 안녕하세요 ",0.0,2.5,여성
9788928307678,별난 친구를 소개합니다 ,0.0,3.0,여성
9788928315307,"짠돌이, 지갑을 열다 ",3.0,0.0,남성
9788928315314,나보다 어린 우리 아빠 ,0.0,3.0,여성
9788928315345,강아지 초코를 찾습니다 ,3.5,0.0,남성
9788928315420,맨날 맨날 화가 나! ,3.0,0.0,남성
9788928315444,하람이의 엉뚱한 작전,3.0,0.0,남성
9788928315567,너는 들창코 나는 발딱코 ,3.0,0.0,남성
9788928315659,엄마 출입 금지! ,3.0,0.0,남성
9788928315857,뽑기의 달인,3.0,0.0,남성
9788928315925,"내 짝꿍으로 말할 것 같으면,",0.0,4.0,여성
9788928315932,마음이 따끔따끔,0.0,4.0,여성
9788928315949,아무 말 대잔치,0.0,3.0,여성
9788928315956,놀면서 해도 돼,0.0,3.0,여성
9788928315987,진짜 인싸 되는 법,0.0,4.0,여성
9788928318001,전설의 딱지,0.0,3.0,여성
9788928318049,걱정 세탁소 - 걱정을 세탁해 드립니다!,2.0,3.0,여성
9788928401628,"(장복이, 창대와 함께하는) 열하일기 ",0.0,2.0,여성
9788929100544,누가 고양이 목에 방울을 달아야 할까?,0.0,2.0,여성
9788930038850,사회복지의 역사,0.0,2.0,여성
9788930038928,(백범 김구 자서전)백범일지,2.0,0.0,남성
9788930202565,Why? 동굴 ,1.0,0.0,남성
9788930202633,Why? 응급처치 ,0.0,4.0,여성
9788930207775,(과학하는 마음을 키우는) Why+ 생활과학 ,1.0,0.0,남성
9788930208697,Why? People : 빈센트 반 고흐,0.0,3.0,여성
9788930210614,페퍼민트의 작은 마법 ,0.0,3.0,여성
9788930210935,자렛과 장미 계곡의 마녀 ,0.0,2.0,여성
9788930210942,꿈꾸는 포푸리와 세 마녀 ,0.0,3.0,여성
9788930210966,떼쟁이 공주와 마법의 장미 ,0.0,2.0,여성
9788930219181,두근두근 마녀 시상식,0.0,1.0,여성
9788930219624,Why? 토목과 건축,2.5,0.0,남성
9788930219679,Why? 드론,3.0,0.0,남성
9788930219723,Why? 인공 지능,2.5,0.0,남성
9788930219730,Why? 미래 에너지,4.0,0.0,남성
9788930219754,Why? 가상 현실 증강 현실,3.0,0.0,남성
9788930220651,Why? 수학 : 수와 연산 5 - 스토리텔링 STEAM 수학만화,3.0,0.0,남성
9788930221016,Why? 수학 :산업수학,4.0,0.0,남성
9788930231343,Why? 언어와 문자 ,3.0,0.0,남성
9788930231671,Why? 반려동물,0.0,4.0,여성
9788930236034,Why? 교과서 중심 과학 3학년 - 2015년 개정판,0.0,3.0,여성
9788930236089,Why? 교과서 중심 국어 2학년,0.0,3.0,여성
9788930236102,Why? 교과서 중심 국어 4학년,0.0,3.0,여성
9788930236225,Why? 교과서 중심 수학 4학년,0.0,3.0,여성
9788930237086,Why? 곤충,2.0,0.0,남성
9788930237932,Why? 악기와 소리,2.0,0.0,남성
9788930237949,why? 세균과 바이러스,2.0,0.0,남성
9788930238182,Why? 한국사 신화와 전설,2.0,0.0,남성
9788930238632,Why? 세계사 미국,2.0,0.0,남성
9788930239035,Why? People : 안중근 - 증보판,2.0,0.0,남성
9788930260916,(악어오리)구지 구지,4.0,0.0,남성
9788930261326,내동생 김점박 ,3.0,0.0,남성
9788930262552,쓱 읽고 딱 아는 이솝우화 - 할 말 많은 초등 인생 꿀잼 만화,1.0,0.0,남성
9788930262705,기호는 재미있다,0.0,2.0,여성
9788930268738,플랑크톤의 비밀 :지구를 지키는 작은 생명체 ,2.0,0.0,남성
9788930270410,아이로봇,3.0,0.0,남성
9788930270694,말썽꾸러기 벌주기,2.0,0.0,남성
9788930270724,열두 띠 동물 이야기 - 동양에 전해 오는 옛날이야기,0.0,3.0,여성
9788930270885,마인크래프트 건축 장인 시간 여행,3.5,0.0,남성
9788930271202,아빠가 안 가르쳐 주던 과학 질문 100,1.0,0.0,남성
9788930274180,Going viral,2.0,0.0,남성
9788930704731,희랍인 조르바,1.0,0.0,남성
9788931003529,호밀밭의 파수꾼 ,2.0,0.0,남성
9788931003581,멋진 신세계,0.0,4.0,여성
9788931010831,멋진 신세계 :리커버판 ,4.0,3.0,남성
9788931360448,고바야시 다키지 선집,2.0,0.0,남성
9788931437102,"(건축, 조경모델링을 위한) 스케치업 완벽가이드 ",2.0,3.0,여성
9788931459944,마인크래프트 초보자 가이드 :마인크래프트 입문자가 알아야 할 모든 것 ,2.0,0.0,남성
9788931461510,미션 투 더 문 :AR로 보는 인간의 가장 위대한 모험담 ,0.0,1.0,여성
9788931526479,(김기사의) e-쉬운 전기 =Easy electricity ,2.5,0.0,남성
9788931555776,(유튜버 데르센의) 사진촬영&라이트룸 :Adobe lightroom classic ,2.0,0.0,남성
9788931556155,"유튜브, 이젠 나도! 유튜버 :지금 시작해도 괜찮아 ",0.0,3.0,여성
9788931556186,(지금 시작해도 괜찮아) 이젠 나도! 포토샵 :SNS 디자인 ,2.0,0.0,남성
9788931576047,(만화로 쉽게 배우는) 전기수학 =수학과 전기의 기초를 단박에 풀이한 해설집 /Mathematics for electrical engineering ,2.0,0.0,남성
9788931578393,"플랫폼의 눈으로 세상을 보라 :세상을 바꾸는 새로운 패러다임, 플랫폼 ",1.0,0.0,남성
9788931580068,슈가크래프트 :설탕으로 빚는 달콤한 놀이 ,0.0,2.0,여성
9788931916072,(매직 키드를 위한)마술 대백과,0.0,3.0,여성
9788931919424,소가 된 게으름뱅이 ,2.0,3.0,여성
9788931933338,변화무쌍한 토네이도를 예측하라!,4.0,0.0,남성
9788932008509,관촌수필:연작소설집,1.0,0.0,남성
9788932011974,조커:학교 가기 싫을 때 쓰는 카드,0.0,3.0,여성
9788932012346,늑대의 눈,0.0,2.0,여성
9788932018638,날마다 뽀끄땡스 ,0.0,2.3333333333333335,여성
9788932023113,서쪽 숲에 갔다 :편혜영 장편소설 ,0.0,2.0,여성
9788932023151,비행운 :김애란 소설집 ,0.0,4.0,여성
9788932023885,동진이는 나보다 용감했다 :김경희 동화집 ,0.0,2.0,여성
9788932024134,바위나리와 아기별 ,1.0,0.0,남성
9788932029054,공포의 세기 :백민석 장편소설 ,0.0,1.0,여성
9788932030210,일리아스 :트로이 전쟁의 영웅들 ,0.0,1.0,여성
9788932030302,신호등 특공대 (문지아이들),4.0,3.0,남성
9788932030395,바다는 잘 있습니다 ,0.0,2.0,여성
9788932030982,그리스인 조르바 :니코스 카잔자키스 장편소설 ,2.0,0.0,남성
9788932031101,파리 신부,0.0,1.0,여성
9788932035567,달과 소년병 :최인훈 중단편선 ,2.0,0.0,남성
9788932035635,빛의 과거 :은희경 장편소설 ,0.0,5.0,여성
9788932035925,화살시편,0.0,1.0,여성
9788932305981,뱃속 마을 꼭꼭이,3.0,0.0,남성
9788932319254,누군가는 거짓말을 하고 있다 ,3.0,0.0,남성
9788932370613,우산 쓴 지렁이,2.0,0.0,남성
9788932372402,광모 짝 되기 ,0.0,1.0,여성
9788932372693,황금팽이 ,1.0,0.0,남성
9788932372754,똥귀신 ,0.0,3.0,여성
9788932373188,(들썩들썩) 우리 놀이 한마당 :더불어 함께 즐기는 우리 놀이 ,0.0,3.0,여성
9788932374376,으리으리한 유령의 집 사실래요?,3.0,0.0,남성
9788932374888,마법시장,4.0,0.0,남성
9788932403311,마의 산,2.0,0.0,남성
9788932471389,국화와 칼 :일본 문화의 틀 ,2.0,0.0,남성
9788932471631,이기적 유전자 :진화론의 새로운 패러다임 ,4.0,3.0,남성
9788932473802,어디서 살 것인가 :우리가 살고 싶은 곳의 기준을 바꾸다 ,0.0,2.0,여성
9788932474168,"클래식, 비밀과 거짓말 :서양 음악사의 잃어버린 순간들 ",2.0,0.0,남성
9788932474274,공간이 만든 공간 :새로운 생각은 어떻게 만들어지는가 ,2.0,0.0,남성
9788932908885,세상의 바보들에게 웃으면서 화내는 방법 ,0.0,1.0,여성
9788932909554,뉴욕 3부작 :폴 오스터 장편소설 ,1.0,0.0,남성
9788932912387,광인의 수기 ,2.0,0.0,남성
9788932915371,웃음 :베르나르 베르베르 장편소설,0.0,2.0,여성
9788932915388,웃음 :베르나르 베르베르 장편소설,0.0,2.0,여성
9788932916194,창문 넘어 도망친 100세 노인 :요나스 요나손 장편소설 ,0.0,6.0,여성
9788932916378,제3인류 :베르나르 베르베르 장편소설 ,0.0,1.0,여성
9788932916385,제3인류 :베르나르 베르베르 장편소설 ,0.0,1.0,여성
9788932918105,면역에 관하여 ,0.0,3.0,여성
9788932918372,잠 :베르나르 베르베르 장편소설,0.0,3.0,여성
9788932919133,고양이 :베르나르 베르베르 장편소설 ,0.0,2.0,여성
9788932919676,죽음 :베르나르 베르베르 장편소설 ,0.0,4.0,여성
9788932919683,죽음 :베르나르 베르베르 장편소설 ,4.0,3.0,남성
9788932919874,핵을 들고 도망친 101세 노인 :요나스 요나손 장편소설 ,0.0,4.0,여성
9788932920337,기억 :베르나르 베르베르 장편소설 ,2.0,4.0,여성
9788933101568,神學大全,2.0,0.0,남성
9788933102589,신학대전 5,2.0,0.0,남성
9788933493090,숲의 요정 페어리루 비밀도감,0.0,3.0,여성
9788933800614,그해 겨울은 따뜻했네:박완서 소설전집,1.0,0.0,남성
9788933801796,휘청거리는 오후 :박완서 장편소설,2.0,0.0,남성
9788933801802,휘청거리는 오후 :박완서 장편소설,2.0,0.0,남성
9788933801925,그 많던 싱아는 누가 다 먹었을까 :박완서 장편소설 ,4.0,4.0,여성
9788933870693,설민석의 조선왕조실록 :대한민국이 선택한 역사 이야기 ,0.0,3.0,여성
9788933870785,(설민석의) 삼국지 :누구나 쉽게 시작하고 모두가 빠져드는 이야기 ,0.0,1.0,여성
9788933870792,(설민석의) 삼국지 :누구나 쉽게 시작하고 모두가 빠져드는 이야기 ,0.0,3.5,여성
9788933870839,(설민석의) 삼국지 :누구나 쉽게 시작하고 모두가 빠져드는 이야기 ,3.0,3.5,여성
9788934900115,지능의 함정 :똑똑한 당신이 어리석은 실수를 하는 이유와 지혜의 기술 ,0.0,2.0,여성
9788934900146,환경 비즈니스,0.0,2.0,여성
9788934900184,스토브리그 =이신화 대본집 /Stove league ,0.0,1.0,여성
9788934900221,2030 카이스트 미래경고 =10년 후 한국은 무엇으로 먹고살 것인가 /KAIST future warning ,2.0,0.0,남성
9788934908067,책 먹는 여우,2.6666666666666665,4.333333333333333,여성
9788934908852,유혹하는 글쓰기:스티븐 킹의 창작론,2.0,0.0,남성
9788934920915,(도덕을 위한) 철학통조림 :달콤한 맛 ,2.0,0.0,남성
9788934923206,(와작와작 꿀꺽) 책 먹는 아이,0.0,3.0,여성
9788934924180,고양이 전사들,0.0,1.0,여성
9788934924197,고양이 전사들,0.0,1.0,여성
9788934924203,고양이 전사들,0.0,1.0,여성
9788934926467,식객 1 - 맛의 시작,3.0,0.0,남성
9788934926474,식객 2 - 진수성찬을 차려라,4.0,0.0,남성
9788934928744,식객,3.0,0.0,남성
9788934930662,학문의 즐거움 ,0.0,3.0,여성
9788934932666,다윈의 식탁 =진화론의 후예들이 펼치는 생생한 지성의 만찬 /Darwin's table ,0.0,1.0,여성
9788934933151,아웃라이어 :성공의 기회를 발견한 사람들 ,3.0,2.0,남성
9788934933403,토끼 숫자 세기 대소동 :수의 규칙 ,0.0,1.0,여성
9788934933700,잘못 뽑은 반장 ,3.0,2.0,남성
9788934935605,죽은 경제학자의 살아있는 아이디어 :현대 경제사상의 이해를 위한 입문서 ,0.0,2.0,여성
9788934938538,미국 초등학교에서 배우는 수학 교과서 영어 ,0.0,2.0,여성
9788934965282,요리스타 청 2 - 아이스크림 대결,0.0,4.0,여성
9788934967064,요리스타 청,0.0,9.0,여성
9788934969808,해부하다 생긴 일 :만화 그리는 해부학 교수의 별나고 재미있는 해부학 이야기 ,2.0,0.0,남성
9788934969952,책 먹는 여우와 이야기 도둑 :《책 먹는 여우》두 번째 이야기 ,3.0,0.0,남성
9788934970996,무엇이 지능을 깨우는가 ,0.0,2.0,여성
9788934971368,바이러스 폭풍의 시대 ,2.0,0.0,남성
9788934972464,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문 ",3.0,4.0,여성
9788934975304,자석 삼킨 강아지 - &lt;책 먹는 여우&gt; 프란치스카 비어만의 유쾌한 강아지 남매 이야기!,0.0,2.0,여성
9788934977636,잘못 걸린 선생님,3.0,0.0,남성
9788934977841,호모 데우스 :미래의 역사 ,2.0,3.0,여성
9788934978381,잭키 마론과 악당 황금손 ,2.0,0.0,남성
9788934978688,심심해 심심해,4.0,0.0,남성
9788934978893,공감의 시대 ,2.0,0.0,남성
9788934981213,생각에 관한 생각 :우리의 행동을 지배하는 생각의 반란 ,0.0,3.0,여성
9788934981275,잭키 마론과 검은 유령,2.0,0.0,남성
9788934981428,먼나라 이웃나라 :지역·주제편,3.0,4.0,여성
9788934981435,먼나라 이웃나라 :지역·주제편,3.0,0.0,남성
9788934982975,21세기를 위한 21가지 제언 :더 나은 오늘은 어떻게 가능한가 ,0.0,2.0,여성
9788934983460,딸기 우유 공약,2.0,1.0,남성
9788934985068,팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ,3.0,0.0,남성
9788934985556,(마음의 평안과 성공을 위한) 4가지 신성한 비밀 :아름다운 마음의 혁명은 어떻게 오는가 ,0.0,2.0,여성
9788934985662,(질문하는 아이로 키우는) 엄마표 독서수업 :대한민국 엄마들의 독서멘토 남미영 박사의 생각을 키우는 독서코칭 ,0.0,2.0,여성
9788934985747,타인의 해석 :당신이 모르는 사람을 만났을 때 ,0.0,3.0,여성
9788934986867,네 번째 원숭이 :J. D. 바커 장편소설 ,2.0,0.0,남성
9788934991991,내 멋대로 반려동물 뽑기,0.0,2.0,여성
9788934992226,바둑전쟁 신들의 게임 :어린이 바둑 학습만화,0.0,2.0,여성
9788934992349,(곽재식의) 세균 박람회 :지구에서 우주까지 40억 년 전부터 먼 미래까지 언제 어디서나 우리와 함께하는 그들의 이야기 ,0.0,2.0,여성
9788934993124,이혜리와 리혜리,0.0,3.0,여성
9788934993216,세상의 봄 ,2.0,2.0,여성
9788934993315,또 잘못 뽑은 반장 ,0.0,3.3333333333333335,여성
9788934993506,잘못 걸린 짝,2.0,2.0,여성
9788934993537,마음의 온도는 몇 도일까요? - 그림 시집,3.0,0.0,남성
9788934993612,도덕을 위한 철학통조림 : 매콤한 맛,2.0,0.0,남성
9788934993711,내 멋대로 아빠 뽑기,2.0,0.0,남성
9788934993759,참 잘 뽑은 반장,2.0,0.0,남성
9788934993865,내 멋대로 나 뽑기,2.0,4.0,여성
9788934994190,시즌2 정글의 법칙 9 : 코모도 편,2.0,0.0,남성
9788934994213,시즌2 정글의 법칙 10 : 몽골 편,2.0,0.0,남성
9788934994947,내 멋대로 동생 뽑기,2.0,2.0,여성
9788934995357,그것만 있을 리가 없잖아,0.0,5.0,여성
9788934995791,대변동 :무엇을 선택하고 어떻게 변화할 것인가 ,4.0,0.0,남성
9788934995814,치앙마이에서는 천천히 걸을 것 :율리 타쿠의 89일 그림일기 ,0.0,2.0,여성
9788934996194,"이상한 나의, 가족",0.0,3.0,여성
9788934996743,귀신 고민 해결사,2.0,0.0,남성
9788934997924,운동장 아래 100층 학교 - 초대 받은 아이들,3.0,0.0,남성
9788934999027,시즌2 정글의 법칙 12 : 파타고니아 편,4.0,0.0,남성
9788934999034,시즌2 정글의 법칙 13 : 남극 편,0.0,2.0,여성
9788934999232,하와이하다 ,2.0,0.0,남성
9788934999539,바둑전쟁 신들의 게임 :어린이 바둑 학습만화,0.0,2.0,여성
9788935208654,"결정하는 조직, 행동하는 조직 ",2.0,0.0,남성
9788935211609,1시간에 1권 퀀텀 독서법 :하루 30분 3주면 된다! ,0.0,3.0,여성
9788935212484,다산의 마지막 공부 :마음을 지켜낸다는 것 ,4.0,0.0,남성
9788935212972,(조지 길더) 구글의 종말 :실리콘밸리 제국의 충격적 미래 ,4.0,0.0,남성
9788935213191,제3의 부의 원칙 - 행동투자학의 최전선에서 밝혀낸,0.0,2.0,여성
9788935304455,데이타베이스 시스템 =Database systems ,2.0,0.0,남성
9788935505609,감염 ,2.0,0.0,남성
9788935610822,로마인 이야기,0.0,2.0,여성
9788935652792,마법의 설탕 두 조각,4.0,4.0,여성
9788935653997,눈속임,1.0,0.0,남성
9788935654857,로마인 이야기,0.0,3.0,여성
9788935663347,(김언호의) 세계서점기행 ,0.0,2.0,여성
9788935670314,떠나간 자와 머무른 자 ,2.0,0.0,남성
9788935670444,잃어버린 아이 이야기 ,2.0,0.0,남성
9788935703463,왓칭 =신이 부리는 요술 /Watching ,0.0,1.0,여성
9788935703975,왓칭 =시야를 넓힐수록 마법처럼 이루어진다.Watching ,0.0,1.0,여성
9788936314002,학교폭력의 예방과 대책 =Prevention plan of school violence ,1.0,0.0,남성
9788936317171,일반화학의 기초 ,0.0,2.0,여성
9788936424398,나는 되어가는 기분이다 :이영재 시집 ,1.0,0.0,남성
9788936430580,장길산:황석영 대하소설,1.0,0.0,남성
9788936432928,장길산:황석영 대하소설,1.3333333333333333,0.0,남성
9788936433598,채식주의자:한강 연작소설,3.0,3.0,여성
9788936433697,위저드 베이커리 =구병모 장편소설 /Wizard bakery ,0.0,2.3333333333333335,여성
9788936434120,소년이 온다 :한강 장편소설 ,0.0,2.5,여성
9788936434144,투명인간 :성석제 장편소설 ,0.0,1.0,여성
9788936434243,피프티 피플 :정세랑 장편소설 ,0.0,3.0,여성
9788936434267,아몬드 (양장 특별 한정판),2.3333333333333335,5.25,여성
9788936434304,지상에 숟가락 하나 :현기영 장편소설 ,0.0,2.0,여성
9788936434427,유원 (양장),2.0,0.0,남성
9788936437381,안녕 주정뱅이 :권여선 소설집 ,0.0,1.0,여성
9788936437534,옥상에서 만나요 :정세랑 소설집 ,3.0,3.0,여성
9788936437978,대도시의 사랑법 :박상영 연작소설 ,3.0,2.6666666666666665,남성
9788936438012,이제야 언니에게 :최진영 소설 ,0.0,4.0,여성
9788936438036,일의 기쁨과 슬픔 :장류진 소설집 ,0.0,4.0,여성
9788936440190,오세암:정채봉 동화집,2.0,2.0,여성
9788936441418,"아빠, 법이 뭐예요?",0.0,4.0,여성
9788936441630,가끔씩 비 오는 날:이가을 동화집,0.0,3.0,여성
9788936441746,난 뭐든지 할 수 있어,0.0,2.0,여성
9788936441807,할머니를 따라간 메주:오승희 동화집,0.0,3.0,여성
9788936442224,자존심,2.0,0.0,남성
9788936442507,불량한 자전거 여행 :김남중 장편동화 ,3.0,0.0,남성
9788936442552,말대꾸하면 안 돼요? :배봉기 동극집 ,1.5,0.0,남성
9788936442637,잃어버린 일기장 :전성현 장편동화 ,1.0,0.0,남성
9788936442682,우리 동네 전설은 :한윤섭 장편동화 ,3.0,0.0,남성
9788936442743,꼴뚜기 :진형민 동화집 ,2.0,2.5,여성
9788936442798,"소리 질러, 운동장 :진형민 장편동화 ",1.0,2.5,여성
9788936442804,푸른 사자 와니니 :이현 장편동화,2.0,4.0,여성
9788936442866,수평선 학교 :김남중 장편동화 ,1.0,0.0,남성
9788936442880,햇빛마을 아파트 동물원 - 제21회 창비 좋은 어린이책 원고 공모 수상작(고학년),2.0,0.0,남성
9788936442910,마음도 복제가 되나요?,0.0,3.0,여성
9788936442927,도깨비폰을 개통하시겠습니까? - 제22회 창비 좋은 어린이책 고학년 부문 대상 수상작,1.0,0.0,남성
9788936442934,담임 선생님은 AI,0.0,4.0,여성
9788936443054,푸른 사자 와니니 :이현 장편동화,2.0,4.0,여성
9788936445218,염라대왕을 잡아라,2.0,0.0,남성
9788936445577,놀아요 선생님:남호섭 동시집,0.0,2.0,여성
9788936445836,너 내가 그럴 줄 알았어 :김용택 동시집 ,3.0,0.0,남성
9788936445928,콧구멍만 바쁘다 :이정록 동시집 ,0.0,3.0,여성
9788936446130,축구부에 들고 싶다 :성명진 동시집 ,0.0,1.0,여성
9788936446819,수박 수영장 :안녕달 그림책 ,2.0,3.0,여성
9788936447014,아홉 살 마음 사전,0.0,1.5,여성
9788936447212,아홉 살 함께 사전,0.0,3.0,여성
9788936447267,탐정 칸의 대단한 모험,3.0,1.0,남성
9788936447397,아홉 살 느낌 사전,0.0,2.0,여성
9788936447434,(10대들을 위한) 나의 문화유산답사기,1.0,0.0,남성
9788936447441,(10대들을 위한) 나의 문화유산답사기,1.0,0.0,남성
9788936447472,별똥별 아줌마가 들려주는 아프리카 이야기,0.0,2.0,여성
9788936447489,열세 살의 여름,0.0,2.5,여성
9788936447694,고양이 해결사 깜냥 1 - 아파트의 평화를 지켜라!,0.0,3.5,여성
9788936451059,(들키고 싶은)비밀,1.0,0.0,남성
9788936451134,검정 연필 선생님:김리리 동화집,0.0,2.0,여성
9788936451158,마법사 똥맨 :송언 동화 ,2.0,2.0,여성
9788936451332,엄마 사용법 :김성진 동화 ,3.0,0.0,남성
9788936451417,두근두근 거실 텐트 :서석영 동화 ,0.0,3.0,여성
